Nome_Fundo,Publico_Alvo
SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
SEQUÓIA III RENDA IMOBILIÁRIA FII,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE CRI,INVESTIDORES EM GERAL
FII BTG PACTUAL CREDITO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CRED IMOB,INVESTIDORES EM GERAL
CIDADE JARDIM CONTINENTAL TOWER FII,INVESTIDOR QUALIFICADO
HEDGE FLORIPA SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PRIME PORTFOLIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO PHORBIS,INVESTIDORES EM GERAL
MULTIGESTÃO  FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
DRIT11 FII,INVESTIDOR QUALIFICADO
DOVEL FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
FII PARQUE DOM PEDRO SHOPPING CENTER,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA CEDAE,INVESTIDORES EM GERAL
FII BTG PACTUAL FUNDO DE FUNDOS,INVESTIDORES EM GERAL
STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INV IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
CSHG RECEBIVEIS IMOBILIÁRIOS FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FII,INVESTIDORES EM GERAL
FII ANHANGUERA EDUCACIONAL,INVESTIDORES EM GERAL
REAL MINAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CSHG PRIME OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,INVESTIDORES EM GERAL
PÁTRIA PRIME OFFICES - FII - RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
JPP FII,INVESTIDOR PROFISSIONAL
JPP FII - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII MAX RETAIL,INVESTIDORES EM GERAL
PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
TAG GR IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
MB FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CAMPUS FARIA LIMA,INVESTIDORES EM GERAL
FATOR VERITA FII,INVESTIDORES EM GERAL
CSHG LOGISTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
GENERAL SHOPPING E OUTLETS DO BRASIL FII,INVESTIDORES EM GERAL
INCENTIVO FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,INVESTIDOR QUALIFICADO E PROFISSIONAL
BTG PACTUAL LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL II - FII,INVESTIDOR QUALIFICADO
KINEA RENDA IMOBILIARIA FII,INVESTIDORES EM GERAL
SABIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
EXITUS FIAGRO - IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
ATRIUM NACOES UNIDAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SC 401,INVESTIDORES EM GERAL
HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA SEQ LOGÍSTICA RENDA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO DA REGIAO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA INCORPORAÇÃO,INVESTIDOR PROFISSIONAL
PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
CAIXA FUNDO DE INVESTIMENTO IMOBILIÁRIO PORTO MARAVILHA,INVESTIDOR QUALIFICADO
OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SALUS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII CAIXA DESENVOLVIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVEST IMOB CAIXA DESENVOLVIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII ELDORADO,INVESTIDORES EM GERAL
PSG FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
JS REAL ESTATE MULTIGESTÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FII RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII CENESP,INVESTIDORES EM GERAL
AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO,INVESTIDOR QUALIFICADO
TREVISO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SONDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SONDA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBI,INVESTIDOR QUALIFICADO
VECTOR QUELUZ LAJES CORPORATIVAS FII,INVESTIDOR QUALIFICADO
FUNDO INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA EDUCACIONAL,INVESTIDORES EM GERAL
CICA JUNDIAÍ - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST LOGÍSTICA,INVESTIDORES EM GERAL
PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
POLO FII RECEBÍVEIS IMOBILIÁRIOS I,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO RAILWAY MALL I - FII,INVESTIDOR QUALIFICADO
ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO INDUSTRIAL DO BRASIL,INVESTIDORES EM GERAL
FII BM BRASCAN LAJES CORPORATIVAS,INVESTIDORES EM GERAL
BM BRASCAN LAJES CORPORATIVAS - FII,INVESTIDORES EM GERAL
TIVIO RENDA IMOBILIARIA FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RENDA CORPORATIVA ANGICO,INVESTIDOR QUALIFICADO
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE,INVESTIDOR QUALIFICADO
HAZ FUNDOO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HAZ FUNDOO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO E PROFISSIONAL
FII POLO SHOPPING INDAIATUBA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII PATEO BANDEIRANTES,INVESTIDORES EM GERAL
NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDORES EM GERAL
V2 EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO RIO NEGRO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO PLUS,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO PLUS,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO  FII EDIFICIO GALERIA,INVESTIDORES EM GERAL
SUCCESS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBIL,INVESTIDOR QUALIFICADO
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
GAZIT MALLS FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING CIDADE JARDIM,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILILIÁRIO BR HOTÉIS,INVESTIDOR QUALIFICADO E PROFISSIONAL
INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
INHAUMA FII,INVESTIDOR QUALIFICADO
JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
BANRISUL NOVAS FRONTEIRAS FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,INVESTIDORES EM GERAL
RIO BRAVO CREDITO IMOBILIARIO II FI IMOBILIARIO,INVESTIDORES EM GERAL
ORCHID - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FII CEO CYRELA COMMERCIAL PROPERTIES,INVESTIDORES EM GERAL
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FII TELLUS RIO BRAVO RENDA LOGISTICA,INVESTIDORES EM GERAL
FII TELLUS RIO BRAVO RENDA LOGÍSTICA,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO MACAM SHOPPING,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO MACAM SHOPPING,INVESTIDORES EM GERAL
KINEA RENDIMENTOS IMOBILIÁRIOS FII,INVESTIDORES EM GERAL
XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO SOFI,INVESTIDOR QUALIFICADO
SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
TRANSINC FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO - FII NOVO HORIZONTE,INVESTIDORES EM GERAL
CAIXA RIO BRAVO FUNDO DE FII,INVESTIDORES EM GERAL
CASTELLO BRANCO OFFICE PARK FUNDO DE INVEST IMOBILIÁRIO FII,INVESTIDORES EM GERAL
POLO CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FUNDO DE INVEST. IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA,INVESTIDORES EM GERAL
SB FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - IMOBILIARIO,INVESTIDOR QUALIFICADO
JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIARIO FII GOLDEN,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO SHOPPING LIGHT,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII SIA CORPORATE,INVESTIDOR QUALIFICADO
FII BRASIL PLURAL ABSOLUTO FUNDOS DE FUNDOS,INVESTIDORES EM GERAL
RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
REAG MULTI ATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII,INVESTIDORES EM GERAL
MAIS SHOPPING FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVEST IMOB,INVESTIDORES EM GERAL
PESCARA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
SAFIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
VANQUISH FUNDO DE INVESTIMENTO IMOBILIÁRO - FII,INVESTIDOR QUALIFICADO
NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
VIDA NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
FII VOTORANTIM SECURITIES MASTER,INVESTIDOR QUALIFICADO
TIVIO SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII NCH EQI HIGH YIELD RI,INVESTIDORES EM GERAL
FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS,INVESTIDORES EM GERAL
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO  FII,INVESTIDOR QUALIFICADO
YAGO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BIRD FII - FII,INVESTIDOR PROFISSIONAL
BIRD FII - FII,INVESTIDORES EM GERAL
BIRD FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
BIRD FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BTG HOTEIS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
XP HOTEIS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
FII BTG PACTUAL PRIME OFFICES I,INVESTIDOR QUALIFICADO
FII  BTG PACTUAL PRIME OFFICES I  FII,INVESTIDOR QUALIFICADO
FII BTG PACTUAL PRIME OFFICES I  FII,INVESTIDOR QUALIFICADO
PETROS FUNDO DE INVESTIMENTO IMOBILIARIO FII,INVESTIDOR QUALIFICADO
PETROS FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO ESTOQUE II FII,INVESTIDOR QUALIFICADO
CAM VERA CRUZ FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FII EXCLUSIVO INFRA PATRIMONIAL II,INVESTIDOR PROFISSIONAL
TARANTO FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
BRL EDIFÍCIOS COMERCIAIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
CAPITANIA SECURITIES II FII,INVESTIDORES EM GERAL
CAPITANIA SEC II FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
CAPITANIA SECURITIES II FUNDO DE INV. IMOBILIARIO - FII,INVESTIDORES EM GERAL
CAPITANIA SEC.II FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDORES EM GERAL
BRL LAJES CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
OURO VERDE DESENVOLVIMENTO IMOBILIÁRIO I FII,INVESTIDORES EM GERAL
OURO REC DESENVOLVIMENTO IMOBILIÁRIO I FII-FII,INVESTIDORES EM GERAL
SAPUCAÍ RIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII,INVESTIDOR QUALIFICADO
LA DEFENSE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDORES EM GERAL
RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III - FII,INVESTIDOR QUALIFICADO
VGS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
2509 FUNDO DE INVESTIMENTO IMOBILIARIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO MORUMBI TOWN I,INVESTIDOR QUALIFICADO
LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO MINT EDUCACIONAL,INVESTIDORES EM GERAL
PLT FUNDO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
17007 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
FUNDO DE INVESTIMENTO IMOBILIARIO 4KIDS,INVESTIDOR QUALIFICADO
CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
PLATINIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR PROFISSIONAL
CEDRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR PROFISSIONAL
BTOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
RESIDENCIAIS ONE FUNDO DE INVESTIMENTO IMOBILIARIO,INVESTIDOR QUALIFICADO
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA FII,INVESTIDORES EM GERAL
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FUNDO DE FII - FII,INVESTIDORES EM GERAL
BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII,INVESTIDORES EM GERAL
FUNDO DE INVESTIMENTO IMOBILIÁRIO HIERON BERLIM,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO HIERON BERLIM,INVESTIDORES EM GERAL
FII BRISA RENDA IMOBILIARIA,INVESTIDOR QUALIFICADO
BB RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOB FII,INVESTIDORES EM GERAL
LA SHOPPING II CENTERS FUNDO DE INVESTIEMNTO IMOBILIARIO,INVESTIDOR PROFISSIONAL
BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BRESCO LOGÍSTICA FII RESPONSABILIDADE LIMITADA,INVESTIDORES EM GERAL
FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDORES EM GERAL
BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO FII,INVESTIDORES EM GERAL
HAMAL - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,INVESTIDOR QUALIFICADO
FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES,INVESTIDORES EM GERAL
